"","id_plot","av_annual_pp","av_annual_mean_tp","av_annual_min_tp","av_annual_max_tp","int","t0","t1"
"2138",7607901202,1322,1.96,-3.36,7.28,11,"C","C"
"2139",7607901301,1175,3.855,-1.705,9.41,17,"D","M"
"2140",7607901302,1173.5,3.89,-1.665,9.45,17,"D","M"
"2141",7607901402,1159.5,3.87,-1.72,9.47,17,"M","M"
"2142",7607901501,1357.5,1.585,-3.625,6.795,11,"C","C"
"2143",7607901601,1253.5,2.945,-2.69,8.575,10,"D","D"
"2144",7607901602,1272,2.775,-2.835,8.385,10,"C","C"
"2145",7607901701,1200.5,3.595,-1.91,9.1,17,"T","M"
"2146",7607901801,1283.5,2.2,-3.225,7.62,11,"D","D"
"2147",7607901802,1283,2.19,-3.23,7.62,11,"M","M"
"2148",7607901901,1180.5,3.405,-2.18,8.985,17,"T","M"
"2149",7607901902,1176,3.44,-2.15,9.025,17,"T","T"
"2150",7607902001,1254,2.63,-3.015,8.275,10,"C","C"
"2151",7607902002,1270.5,2.38,-3.24,8.005,10,"M","C"
"2152",7607902101,1201,2.56,-3.07,8.19,11,"T","M"
"2153",7607902102,1214.5,2.4,-3.205,8.005,11,"M","M"
"2154",7607902401,1254,2.145,-3.36,7.655,11,"M","M"
"2155",7607902501,1405,1.52,-3.795,6.835,10,"C","C"
"2156",7607902602,1217.5,2.235,-3.35,7.82,11,"M","M"
"2157",7607902701,1029,1.13,-4.925,7.185,12,"D","D"
"2158",7607902802,1412,1.94,-3.255,7.14,10,"T","M"
"2159",7607903001,1412,1.03,-4.275,6.34,10,"M","M"
"2160",7607903002,1404,1.205,-4.115,6.525,10,"M","M"
"2161",7607903102,1232,1.74,-3.825,7.31,11,"T","T"
"2162",7607903201,1081.5,2.21,-3.63,8.05,13,"M","C"
"2163",7607903302,1339,2.625,-2.735,7.99,10,"M","M"
"2164",7607903401,1080,2.22,-3.625,8.055,13,"C","C"
"2165",7607903402,1082,2.195,-3.64,8.035,13,"M","C"
"2166",7607903501,1216.5,1.97,-3.615,7.55,11,"M","M"
"2167",7607903502,1219.5,1.9,-3.68,7.485,11,"C","C"
"2168",7607903601,1003,3.935,-1.825,9.695,13,"T","M"
"2169",7607903602,1003,3.93,-1.83,9.695,13,"M","M"
"2170",7607903702,1077,2.27,-3.57,8.11,13,"C","M"
"2171",7607903801,1459.5,0.845,-4.34,6.03,10,"C","M"
"2172",7607903901,1461,0.585,-4.605,5.775,10,"T","C"
"2173",7607904002,1013,4.105,-1.59,9.8,12,"M","M"
"2174",7607904101,1469,0.425,-4.755,5.61,10,"M","C"
"2175",7607904102,1470,0.43,-4.75,5.61,10,"C","C"
"2176",7607904201,1096,3.29,-2.22,8.8,13,"C","C"
"2177",7607904202,1090,3.37,-2.14,8.885,13,"C","C"
"2178",7607904301,1043,3.66,-2.11,9.43,9,"M","M"
"2179",7607904302,1031.5,3.815,-1.965,9.59,9,"M","M"
"2180",7607904401,1048.5,2.54,-3.325,8.41,13,"T","M"
"2181",7607904501,1050.5,2.495,-3.365,8.355,13,"T","T"
"2182",7607904502,1046.5,2.55,-3.315,8.42,13,"M","T"
"2183",7607904601,1004,4.065,-1.62,9.75,12,"T","T"
"2184",7607904602,1004,4.065,-1.625,9.75,12,"M","M"
"2185",7607904701,1099,1.965,-3.745,7.68,10,"M","C"
"2186",7607904702,1100,1.975,-3.74,7.68,10,"C","C"
"2187",7607904801,996,4.08,-1.6,9.755,12,"T","T"
"2188",7607904802,996,4.08,-1.6,9.76,12,"T","T"
"2189",7607904901,1099.5,2.08,-3.6,7.76,10,"M","M"
"2190",7607905001,1080.5,3,-2.575,8.575,13,"T","M"
"2191",7607905101,1002.5,3.99,-1.685,9.665,12,"C","C"
"2192",7607905102,1001.5,4,-1.675,9.67,12,"C","C"
"2193",7607905201,1099.5,1.89,-3.82,7.6,10,"M","M"
"2194",7607905202,1100,1.865,-3.845,7.575,10,"M","M"
"2195",7607905401,1010,3.82,-1.825,9.475,12,"C","C"
"2196",7607905402,1007.5,3.86,-1.795,9.51,12,"M","M"
"2197",7607905502,992,4.09,-1.585,9.77,12,"M","C"
"2198",7607905602,1014,3.75,-1.895,9.39,12,"T","T"
"2199",7607905701,995.5,3.955,-1.705,9.615,12,"T","T"
"2200",7607905702,996,3.955,-1.705,9.615,12,"T","T"
"2201",7607905801,981.5,4.135,-1.54,9.81,12,"T","T"
"2202",7607905802,982.5,4.125,-1.55,9.8,12,"C","C"
"2203",7607906202,1136.5,2.77,-2.71,8.245,9,"C","C"
"2204",7607906301,984.5,3.975,-1.68,9.625,12,"T","T"
"2205",7607906302,982,3.995,-1.655,9.655,12,"T","T"
"2206",7607906501,1241.5,0.8,-4.525,6.135,6,"T","T"
"2207",7607906602,1117.5,2.84,-2.665,8.34,9,"T","C"
"2208",7607906801,1236,0.81,-4.525,6.14,6,"T","T"
"2209",7607906901,1102,2.89,-2.61,8.4,9,"M","D"
"2210",7607906902,1093.5,3,-2.52,8.51,9,"C","C"
"2211",7607907001,1023.5,3.305,-2.275,8.88,12,"C","C"
"2212",7607907201,1106.5,2.375,-3.16,7.91,9,"C","C"
"2213",7607907202,1103.5,2.395,-3.14,7.93,9,"M","M"
"2214",7607907301,1003.5,3.545,-2.05,9.14,12,"C","C"
"2215",7607907302,999.5,3.595,-2.005,9.2,12,"M","C"
"2216",7607907401,989.5,3.69,-1.92,9.3,12,"M","C"
"2218",7607907501,1095.5,2.625,-2.84,8.09,9,"M","C"
"2219",7607907502,1090.5,2.695,-2.77,8.17,9,"T","M"
"2220",7607907602,1086.5,2.655,-2.825,8.14,9,"C","M"
"2221",7607907702,1161,1.06,-4.34,6.45,6,"M","M"
"2222",7607907801,1004,3.405,-2.165,8.975,12,"T","T"
"2223",7607907802,1002,3.435,-2.14,9.005,12,"T","C"
"2224",7607907901,986,3.67,-1.92,9.265,12,"T","T"
"2225",7607907902,986.5,3.675,-1.92,9.27,12,"T","C"
"2226",7607908001,978,3.705,-1.885,9.3,12,"M","M"
"2227",7607908002,981.5,3.655,-1.93,9.245,12,"C","C"
"2228",7607908101,996.5,3.385,-2.175,8.94,12,"T","T"
"2229",7607908102,996,3.395,-2.165,8.95,12,"M","M"
"2230",7607908201,984,3.595,-1.985,9.175,12,"M","M"
"2231",7607908301,967.5,3.835,-1.755,9.425,12,"T","M"
"2232",7607908401,1000,3.335,-2.205,8.885,12,"M","C"
"2233",7607908501,963.5,3.845,-1.74,9.435,12,"C","C"
"2234",7607908602,988.5,3.45,-2.105,9.005,12,"M","M"
"2235",7608000101,1271.5,-1.16,-6.18,3.86,15,"C","C"
"2236",7608000201,1180,-0.71,-5.69,4.275,11,"C","C"
"2237",7608000202,1180,-0.71,-5.69,4.275,11,"C","C"
"2238",7608100101,1128,2.19,-2.485,6.86,11,"M","M"
"2239",7608100201,1148.5,1.565,-3.115,6.245,11,"C","C"
"2240",7608100202,1143.5,1.68,-2.995,6.365,11,"C","C"
"2241",7608100302,1158.5,0.255,-4.63,5.135,11,"T","M"
"2242",7608100401,1104.5,2.35,-2.36,7.065,11,"C","C"
"2243",7608100502,1184,-0.335,-5.195,4.52,11,"M","C"
"2244",7608100602,1164.5,0.19,-4.625,5.01,11,"C","C"
"2245",7608100701,1218,-1.175,-6.065,3.71,11,"C","C"
"2246",7608100801,1116,2.17,-2.63,6.97,7,"M","M"
"2247",7608100902,1086,2.62,-2.195,7.435,7,"M","T"
"2248",7608101201,1111,2.09,-2.795,6.97,7,"T","M"
"2249",7608101401,1150,0.335,-4.535,5.205,5,"C","M"
"2250",7608101402,1123,0.725,-4.18,5.625,5,"T","M"
"2251",7608101501,1088.5,1.185,-3.76,6.12,5,"T","M"
"2252",7608200802,1170.5,0.15,-5.02,5.31,9,"M","C"
"2253",7608300202,1090,1.21,-4.25,6.675,9,"M","M"
"2254",7608300301,1116.5,0.925,-4.41,6.26,9,"C","C"
"2255",7608300302,1116.5,0.93,-4.41,6.265,9,"C","C"
"2256",7608300402,1112,0.725,-4.605,6.06,9,"C","C"
"2258",7608300502,1142,0.38,-4.855,5.605,9,"C","C"
"2259",7608300602,1076,0.94,-4.48,6.365,9,"C","C"
"2260",7608400101,1074,3.185,-2.505,8.87,13,"M","M"
"2261",7608400102,1073.5,3.18,-2.505,8.865,13,"M","M"
"2262",7608400201,1053,3.41,-2.3,9.115,13,"M","C"
"2263",7608400202,1053.5,3.4,-2.305,9.11,13,"M","M"
"2264",7608500101,1115,3.3,-2.185,8.795,13,"M","T"
"2265",7608500201,1104,3.33,-2.22,8.875,13,"M","C"
"2266",7608500202,1103.5,3.325,-2.225,8.875,13,"D","D"
"2267",7608500402,1117.5,3.055,-2.48,8.6,13,"M","M"
"2268",7608500602,1040,4.065,-1.48,9.62,13,"M","D"
"2269",7608500702,1111,2.945,-2.67,8.565,13,"M","M"
"2270",7608500802,1041,3.855,-1.78,9.49,13,"M","M"
"2271",7608501002,1079,3.335,-2.275,8.945,13,"C","M"
"2272",7608501101,1054.5,3.485,-2.21,9.18,13,"C","C"
"2273",7608501102,1048,3.575,-2.13,9.275,13,"C","C"
"2274",7608501201,1082.5,3.11,-2.565,8.79,13,"T","M"
"2275",7608501202,1090.5,3.015,-2.655,8.68,13,"D","M"
"2276",7608501301,1071.5,3.12,-2.62,8.865,13,"M","M"
"2277",7608501302,1071,3.115,-2.63,8.86,13,"T","M"
"2278",7608501402,1082,2.935,-2.79,8.665,13,"D","M"
"2279",7608501502,1052.5,3.33,-2.415,9.07,13,"C","C"
"2280",7608604401,1104.5,2.9,-2.765,8.57,13,"C","C"
"2281",7608604402,1085,3.115,-2.58,8.81,13,"T","T"
"2282",7608604601,1067.5,1.425,-4.635,7.48,12,"M","M"
"2283",7608604602,1032,1.785,-4.335,7.91,12,"T","T"
"2284",7608604702,1029.5,1.895,-4.25,8.035,12,"M","D"
"2285",7608604801,1036.5,1.885,-4.255,8.015,12,"C","C"
"2286",7608604802,1030.5,1.945,-4.195,8.09,12,"C","C"
"2287",7608605002,1016.5,1.955,-4.2,8.115,12,"T","T"
"2288",7608605101,992.5,2.06,-4.125,8.245,12,"M","D"
"2289",7608605201,1034,1.66,-4.46,7.79,12,"D","M"
"2290",7608605301,1025.5,1.84,-4.31,7.985,12,"C","C"
"2291",7608605302,1026,1.845,-4.305,7.995,12,"T","T"
"2292",7608605501,1061,1.415,-4.675,7.505,12,"T","M"
"2293",7608605502,1050,1.545,-4.565,7.655,12,"D","D"
"2294",7608605701,972.5,2.2,-4,8.4,12,"M","M"
"2295",7608605702,972,2.195,-4,8.39,12,"M","M"
"2296",7608605802,1018.5,1.72,-4.42,7.865,12,"C","C"
"2297",7608605902,1065,1.31,-4.765,7.39,12,"M","M"
"2298",7608606001,1085.5,1.105,-4.94,7.145,12,"C","C"
"2299",7608606002,1085,1.1,-4.94,7.14,12,"M","M"
"2300",7608606202,1081.5,1.125,-4.92,7.175,12,"M","M"
"2301",7608606301,1081.5,1.07,-4.975,7.11,12,"M","M"
"2302",7608606302,1087,0.995,-5.035,7.03,12,"T","T"
"2303",7608606501,994,1.92,-4.26,8.1,12,"M","M"
"2304",7608606601,978.5,2.04,-4.145,8.215,12,"C","C"
"2305",7608606602,978.5,2.04,-4.14,8.22,12,"M","M"
"2306",7608606702,991,1.915,-4.265,8.095,12,"T","T"
"2307",7608606801,1000,1.8,-4.295,7.885,12,"C","C"
"2308",7608606802,990.5,1.895,-4.21,8,12,"C","M"
"2309",7608607001,1011.5,3.57,-2.305,9.44,13,"M","C"
"2310",7608607002,1011.5,3.565,-2.305,9.435,13,"T","T"
"2311",7608607101,987.5,1.87,-4.285,8.02,12,"C","C"
"2312",7608607102,987.5,1.87,-4.285,8.025,12,"C","C"
"2313",7608607302,1006,1.67,-4.47,7.81,12,"C","C"
"2314",7608607401,1015.5,1.605,-4.53,7.75,12,"M","M"
"2315",7608607402,1020,1.565,-4.57,7.7,12,"T","T"
"2316",7608607501,1035,1.415,-4.695,7.525,12,"M","M"
"2317",7608607502,1041.5,1.345,-4.755,7.445,12,"C","C"
"2318",7608607601,1031,1.415,-4.625,7.455,12,"C","T"
"2319",7608607602,1030.5,1.415,-4.63,7.45,12,"C","C"
"2320",7608607701,1005,1.66,-4.45,7.765,12,"M","C"
"2321",7608607702,1005,1.65,-4.455,7.765,12,"M","M"
"2322",7608607801,1039.5,3.195,-2.63,9.02,13,"M","M"
"2323",7608608001,985.5,1.825,-4.32,7.975,12,"T","T"
"2324",7608608102,988,1.805,-4.345,7.96,12,"T","T"
"2325",7608608302,1008.5,1.575,-4.495,7.655,12,"T","M"
"2326",7608608502,1041,1.26,-4.825,7.35,12,"T","M"
"2327",7608608601,1001.5,1.62,-4.47,7.705,12,"M","T"
"2328",7608608602,1007,1.56,-4.52,7.64,12,"M","M"
"2329",7608608701,1010,1.505,-4.605,7.61,12,"M","M"
"2330",7608608702,1005.5,1.555,-4.565,7.67,12,"T","M"
"2331",7608608901,1064.5,1.545,-4.645,7.73,10,"M","D"
"2332",7608609001,1039.5,1.15,-4.855,7.15,12,"T","C"
"2333",7608609101,1004.5,1.53,-4.59,7.655,12,"M","T"
"2334",7608609102,1011.5,1.46,-4.65,7.575,12,"T","M"
"2335",7608609202,1027,1.295,-4.795,7.38,12,"T","C"
"2336",7608609302,1104.5,1.04,-5.09,7.165,10,"M","M"
"2337",7608609701,1078.5,1.28,-4.885,7.435,10,"T","M"
"2338",7608609702,1077.5,1.29,-4.865,7.455,10,"M","C"
"2339",7608609801,978.5,1.765,-4.345,7.87,12,"T","T"
"2340",7608609802,977,1.785,-4.33,7.895,12,"T","T"
"2341",7608609901,1022,1.265,-4.815,7.35,12,"C","C"
"2342",7608610002,1024,1.21,-4.865,7.275,12,"C","C"
"2343",7608610101,1022,1.23,-4.84,7.3,12,"T","T"
"2344",7608610201,1029,1.135,-4.92,7.185,12,"C","C"
"2345",7608610202,1031.5,1.105,-4.945,7.16,12,"T","T"
"2346",7608610301,978,1.69,-4.395,7.78,12,"M","T"
"2347",7608801302,1059,3.465,-2.63,9.55,10,"M","M"
"2348",7608801902,1064.5,2.96,-3.2,9.115,10,"D","D"
"2349",7608802102,1063,2.98,-3.17,9.125,10,"D","D"
"2350",7608802901,1072,2.55,-3.625,8.725,10,"C","C"
"2351",7608803101,1168.5,3.995,-1.755,9.74,11,"D","D"
"2352",7608803102,1195.5,3.67,-2.045,9.385,11,"M","C"
"2353",7608803201,1144,3.59,-2.285,9.475,9,"D","D"
"2354",7608803301,1178.5,3.865,-1.915,9.65,11,"D","D"
"2355",7608803302,1205.5,3.555,-2.195,9.315,11,"D","D"
"2356",7608803402,1148.5,4.09,-1.665,9.845,11,"M","M"
"2357",7608803702,1112,1.705,-4.44,7.845,10,"D","D"
"2358",7608803801,1107,1.71,-4.44,7.855,10,"T","T"
"2359",7608803802,1107,1.715,-4.435,7.865,10,"M","M"
"2360",7608803901,1062.5,2.065,-4.145,8.275,10,"M","T"
"2361",7608803902,1057.5,2.13,-4.085,8.355,10,"M","C"
"2362",7608804002,1086,1.8,-4.375,7.97,10,"D","M"
"2363",7608804101,1063,1.855,-4.345,8.06,10,"C","T"
"2364",7608804102,1066.5,1.8,-4.395,8,10,"T","T"
"2365",7608804302,1066,1.69,-4.495,7.885,10,"M","D"
"2366",7608804501,1057,1.665,-4.535,7.86,10,"C","C"
"2367",7608804801,1060,1.58,-4.6,7.765,10,"T","T"
"2368",7608804802,1063.5,1.545,-4.635,7.725,10,"T","T"
"2369",7608900101,1131,3.73,-1.765,9.23,11,"M","M"
"2370",7608900102,1131,3.74,-1.755,9.23,11,"D","D"
"2371",7608900501,1153.5,3.225,-2.385,8.83,11,"M","M"
"2372",7608900502,1139.5,3.41,-2.21,9.035,11,"D","D"
"2373",7608901001,1100,2.545,-3.26,8.35,5,"D","D"
"2374",7608901001,1140,2.945,-2.77,8.66,6,"D","D"
"2375",7608901002,1091,2.65,-3.165,8.47,5,"M","M"
"2376",7608901002,1131,3.05,-2.675,8.775,6,"M","M"
"2377",7608901102,1083.5,2.75,-3.085,8.595,5,"M","M"
"2378",7608901102,1123.5,3.15,-2.595,8.9,6,"M","M"
"2379",7608901202,1133.5,3.1,-2.72,8.915,11,"D","M"
"2380",7608901302,1109.5,3.42,-2.42,9.255,11,"D","D"
"2381",7608901402,1164,4.62,-0.86,10.09,11,"D","D"
"2382",7608901501,1190.5,4.495,-1.01,10.005,11,"M","M"
"2383",7608901502,1190.5,4.49,-1.02,10.005,11,"D","D"
"2384",7608901701,1199,4.415,-1.13,9.965,11,"D","D"
"2385",7608901702,1183,4.595,-0.965,10.155,11,"D","D"
"2386",7608901801,1093,3.645,-2.185,9.48,8,"D","M"
"2387",7608901802,1103,3.52,-2.3,9.345,8,"D","D"
"2388",7608901901,1173.5,4.63,-0.955,10.21,11,"D","D"
"2389",7608901902,1170,4.67,-0.91,10.255,11,"D","D"
"2390",7608902001,1182.5,4.23,-1.285,9.735,11,"M","T"
"2391",7608902002,1175,4.31,-1.21,9.825,11,"M","M"
"2392",7608902101,1135,4.69,-0.845,10.225,11,"D","D"
"2393",7608902102,1124,4.825,-0.715,10.37,11,"D","M"
"2394",7608902201,1181.5,4.555,-1.06,10.16,11,"C","C"
"2395",7608902301,1190,4.23,-1.315,9.78,11,"M","M"
"2396",7608902401,1183.5,4.175,-1.345,9.705,11,"D","D"
"2397",7608902402,1184,4.18,-1.34,9.705,11,"D","D"
"2398",7608902501,1189,4.22,-1.34,9.775,11,"M","M"
"2399",7608902502,1189,4.215,-1.345,9.775,11,"D","D"
"2400",7608902602,1201.5,4.115,-1.465,9.7,11,"D","D"
"2401",7608902702,1179,4.31,-1.305,9.925,11,"C","M"
"2402",7608902801,1168,4.43,-1.21,10.065,11,"M","M"
"2403",7608902802,1184,4.23,-1.395,9.85,11,"D","D"
"2404",7608902902,1225.5,3.68,-1.905,9.26,11,"M","D"
"2405",7609000401,1124,3.37,-2.365,9.095,11,"T","T"
"2406",7609000402,1141.5,3.115,-2.595,8.83,11,"M","M"
"2407",7609000801,1139,4.685,-0.715,10.08,11,"D","D"
"2408",7609000901,1149,2.925,-2.855,8.69,11,"M","M"
"2409",7609000902,1117,3.375,-2.425,9.18,11,"C","C"
"2410",7609001001,1142,4.66,-0.75,10.08,11,"D","D"
"2411",7609001002,1142.5,4.665,-0.75,10.08,11,"M","M"
"2412",7609001101,1135,4.97,-0.5,10.435,11,"M","M"
"2413",7609001102,1125.5,5.08,-0.39,10.55,11,"M","M"
"2414",7609001301,1125.5,4.655,-0.78,10.09,11,"D","D"
"2415",7609001302,1100.5,4.945,-0.505,10.395,11,"D","D"
"2416",7609001501,1102,4.92,-0.585,10.42,11,"M","M"
"2417",7609001502,1114.5,4.765,-0.73,10.26,11,"D","D"
"2418",7609200201,1069,3.655,-1.89,9.2,13,"D","D"
"2419",7609200202,1069,3.655,-1.89,9.195,13,"M","D"
"2420",7609300201,1318.5,1.45,-3.83,6.73,6,"T","T"
"2421",7609300302,1323.5,1.33,-3.95,6.61,6,"T","T"
"2422",7609300901,1352.5,0.435,-4.75,5.62,6,"M","M"
"2423",7609500102,1032.5,4.215,-1.34,9.77,13,"M","C"
"2424",7609500401,1010,3.875,-1.885,9.635,13,"C","C"
"2425",7609500402,1012,3.855,-1.905,9.61,13,"C","M"
"2426",7609500702,1053.5,3.255,-2.465,8.975,13,"M","M"
"2427",7609500801,1049,3.745,-1.89,9.375,13,"M","M"
"2428",7609500802,1049.5,3.75,-1.88,9.375,13,"C","C"
"2429",7609500901,1285,1.995,-3.425,7.42,11,"M","M"
"2430",7609501001,1096.5,3.335,-2.205,8.88,13,"T","M"
"2431",7609501101,1079.5,2.76,-2.965,8.48,13,"C","C"
"2432",7609501102,1076,2.805,-2.925,8.525,13,"M","M"
"2433",7609501301,1026,3.93,-1.745,9.605,13,"C","C"
"2434",7609501302,1035,3.81,-1.85,9.48,13,"C","C"
"2435",7609501401,1017,4.015,-1.68,9.705,13,"M","M"
"2436",7609501402,1010,4.105,-1.59,9.81,13,"M","M"
"2437",7609501501,1017,2.955,-2.925,8.845,10,"C","C"
"2438",7609501701,993,4.355,-1.35,10.055,13,"M","M"
"2439",7609501702,1013.5,4.085,-1.6,9.765,13,"T","T"
"2440",7609501901,1010,4.095,-1.6,9.79,13,"M","M"
"2441",7609502001,1082.5,2.14,-3.685,7.96,10,"M","M"
"2442",7609502002,1063.5,2.34,-3.5,8.19,10,"D","D"
"2443",7609502201,1282.5,1.665,-3.715,7.04,6,"C","M"
"2444",7609502202,1283.5,1.665,-3.71,7.04,6,"T","T"
"2445",7609502401,1078.5,2.725,-2.995,8.445,13,"M","M"
"2446",7609502602,1227,1.905,-3.57,7.385,6,"C","C"
"2447",7609502702,1091.5,3.285,-2.255,8.82,13,"C","M"
"2448",7609502901,1056.5,2.45,-3.405,8.31,13,"M","M"
"2449",7609502902,1057,2.44,-3.415,8.295,13,"M","M"
"2450",7609503201,1117.5,2.95,-2.735,8.64,9,"C","C"
"2451",7609503301,1220,1.72,-3.76,7.21,6,"T","M"
"2452",7609503302,1235,1.545,-3.915,7.01,6,"M","M"
"2453",7609503401,1091.5,3.305,-2.21,8.815,13,"M","M"
"2454",7609503402,1079.5,3.445,-2.085,8.975,13,"M","M"
"2455",7609503501,1079,2.05,-3.76,7.86,10,"M","D"
"2456",7609503502,1078.5,2.05,-3.765,7.855,10,"M","M"
"2457",7609503601,1107,3,-2.69,8.695,9,"C","C"
"2458",7609504001,1096,3.185,-2.315,8.69,13,"M","T"
"2459",7609504002,1099.5,3.135,-2.36,8.635,13,"M","T"
"2460",7609504202,1122,2.985,-2.66,8.625,9,"C","C"
"2461",7609504302,1344.5,0.45,-4.79,5.695,6,"T","T"
"2462",7609504401,1259.5,1.01,-4.41,6.435,6,"C","C"
"2463",7609504402,1258.5,1.01,-4.415,6.435,6,"C","C"
"2464",7609504501,1247.5,1.095,-4.345,6.54,6,"M","M"
"2465",7609504602,1223,1.44,-4.035,6.915,6,"M","M"
"2466",7609504801,1074.5,3.41,-2.265,9.09,9,"M","M"
"2467",7609504902,1324.5,0.47,-4.805,5.745,6,"M","M"
"2468",7609505002,1256,1.135,-4.26,6.53,6,"C","C"
"2469",7609505101,1242,1.105,-4.325,6.535,6,"T","T"
"2470",7609505301,1006,3.89,-1.88,9.655,9,"C","M"
"2471",7609505302,1005.5,3.89,-1.88,9.655,9,"C","C"
"2472",7609505502,1006,3.98,-1.7,9.65,12,"C","C"
"2473",7609505601,1245,1.335,-4.05,6.72,6,"C","C"
"2474",7609505701,1126,2,-3.605,7.605,10,"T","T"
"2475",7609505702,1125.5,2,-3.605,7.605,10,"T","T"
"2476",7609505902,1111.5,1.875,-3.795,7.545,10,"M","C"
"2477",7609506002,1036.5,4.405,-1.19,10,12,"M","M"
"2478",7609506101,1011.5,3.95,-1.72,9.615,12,"T","T"
"2479",7609506102,1011,3.945,-1.72,9.615,12,"T","T"
"2480",7609506401,1161.5,1.585,-3.99,7.16,10,"T","M"
"2481",7609506501,1134,3.145,-2.385,8.675,9,"M","C"
"2482",7609506502,1135.5,3.15,-2.38,8.675,9,"M","M"
"2483",7609506701,1009,3.89,-1.77,9.555,12,"C","C"
"2484",7609506702,1008.5,3.89,-1.77,9.55,12,"M","C"
"2485",7609506901,1209.5,1.485,-3.945,6.915,6,"T","M"
"2486",7609506902,1192.5,1.68,-3.77,7.14,6,"T","T"
"2487",7609507002,1166,1.855,-3.66,7.37,6,"M","M"
"2488",7609507101,1140.5,3.06,-2.445,8.565,9,"C","C"
"2489",7609507201,1113,2.925,-2.66,8.515,9,"T","T"
"2490",7609507202,1119,2.845,-2.74,8.425,9,"T","M"
"2491",7609507301,1009.5,4.015,-1.645,9.675,12,"M","M"
"2492",7609507302,1011,4.005,-1.655,9.665,12,"M","M"
"2493",7609507502,1278.5,0.845,-4.46,6.155,6,"T","M"
"2494",7609507602,1108,3.24,-2.295,8.785,9,"M","M"
"2495",7609507702,1118,1.84,-3.76,7.44,10,"T","T"
"2496",7609507801,1006,3.945,-1.7,9.6,12,"T","M"
"2497",7609507802,1003.5,3.975,-1.68,9.635,12,"T","T"
"2498",7609507901,998.5,3.995,-1.665,9.66,12,"C","C"
"2499",7609507902,996.5,4.025,-1.645,9.685,12,"M","C"
"2500",7609508001,1026,4.305,-1.285,9.89,12,"M","M"
"2501",7609508002,1026,4.3,-1.285,9.89,12,"M","M"
"2502",7609508102,1031.5,3.6,-2.015,9.215,12,"M","D"
"2503",7609508201,1017,3.67,-1.965,9.3,12,"C","C"
"2504",7609508202,1017,3.67,-1.965,9.3,12,"C","C"
"2505",7609508301,984,4.085,-1.58,9.76,12,"T","T"
"2506",7609508302,983.5,4.095,-1.58,9.76,12,"T","T"
"2507",7609508401,1096.5,2.83,-2.76,8.42,9,"C","C"
"2508",7609508601,1016,3.775,-1.855,9.415,12,"C","C"
"2509",7609508602,1015.5,3.775,-1.855,9.41,12,"C","C"
"2510",7609508701,1002,3.87,-1.78,9.515,12,"M","C"
"2511",7609508702,1014.5,3.705,-1.925,9.34,12,"T","T"
"2512",7609508901,1276.5,0.585,-4.695,5.87,6,"T","M"
"2513",7609509001,1099.5,2.82,-2.76,8.39,9,"C","C"
"2514",7609509002,1098.5,2.815,-2.76,8.39,9,"C","C"
"2515",7609509101,1021,4.225,-1.365,9.805,12,"M","M"
"2516",7609509102,1028,4.14,-1.44,9.72,12,"M","M"
"2517",7609509201,1268,0.58,-4.715,5.875,6,"T","M"
"2518",7609509301,999,4.485,-1.12,10.095,12,"T","T"
"2519",7609509302,1003.5,4.42,-1.185,10.025,12,"M","M"
"2520",7609509401,992,4.49,-1.13,10.12,12,"M","M"
"2521",7609509402,998,4.42,-1.2,10.04,12,"T","T"
"2522",7609509501,988,4.5,-1.13,10.135,12,"T","T"
"2524",7609509602,1004.5,3.895,-1.745,9.53,12,"T","C"
"2525",7609509701,1017.5,3.595,-2.025,9.21,12,"C","C"
"2526",7609509702,1017.5,3.595,-2.025,9.215,12,"C","C"
"2527",7609509801,1189.5,1.115,-4.325,6.555,6,"T","T"
"2528",7609509802,1185.5,1.16,-4.285,6.605,6,"T","T"
"2531",7609510101,1016,3.61,-2.005,9.23,12,"M","M"
"2532",7609510102,1018,3.595,-2.025,9.21,12,"C","C"
"2533",7609510201,990.5,4.46,-1.155,10.08,12,"T","T"
"2534",7609510301,1000,3.935,-1.7,9.57,12,"C","C"
"2535",7609510302,1007,3.85,-1.78,9.475,12,"M","C"
"2536",7609510401,1001,3.915,-1.715,9.55,12,"C","C"
"2537",7609510402,998.5,3.95,-1.685,9.58,12,"C","C"
"2538",7609510502,976,4.45,-1.2,10.09,12,"M","M"
"2539",7609510601,988.5,3.9,-1.745,9.54,12,"T","M"
"2541",7609510901,1038,3.335,-2.235,8.905,12,"C","C"
"2542",7609511002,981.5,3.945,-1.695,9.585,12,"M","M"
"2543",7609511101,1124.5,1.425,-4.11,6.96,10,"M","M"
"2544",7609511102,1141.5,1.22,-4.305,6.74,10,"T","T"
"2545",7609511202,1005,4.085,-1.495,9.66,12,"T","T"
"2546",7609511301,998.5,3.79,-1.835,9.41,12,"C","C"
"2547",7609511501,1024.5,3.345,-2.235,8.925,12,"C","C"
"2548",7609511502,1036,3.205,-2.355,8.775,12,"C","C"
"2549",7609511601,999.5,3.67,-1.94,9.285,12,"T","M"
"2550",7609511802,995,3.815,-1.79,9.43,12,"C","C"
"2551",7609511901,1034,3.23,-2.33,8.785,12,"C","C"
"2552",7609512002,1025,3.38,-2.185,8.95,12,"C","C"
"2553",7609512101,988.5,3.77,-1.835,9.385,12,"C","C"
"2554",7609512102,990,3.75,-1.86,9.355,12,"C","C"
"2555",7609512201,994,3.755,-1.85,9.35,12,"C","C"
