"","id_plot","av_annual_pp","av_annual_mean_tp","av_annual_min_tp","av_annual_max_tp","int","t0","t1"
"3855",9309800302,1072,3.465,-2.515,9.44,10,"M","M"
"3856",9309800401,1067.5,3.445,-2.515,9.41,10,"T","T"
"3857",9309800502,1089,3.165,-2.785,9.125,10,"D","D"
"3859",9309800801,1071.5,3.23,-2.785,9.25,10,"D","D"
"3860",9309800802,1071,3.235,-2.785,9.25,10,"M","T"
"3861",9401200101,1007,4.705,-0.855,10.27,9,"T","T"
"3862",9401200102,1007,4.715,-0.845,10.275,9,"T","T"
"3863",9401200201,1001,4.625,-0.96,10.205,9,"M","M"
"3864",9401200202,994.5,4.705,-0.885,10.29,9,"C","C"
"3865",9401200401,1089.5,4.085,-1.43,9.6,9,"M","M"
"3866",9401200402,1076.5,4.24,-1.285,9.76,9,"D","D"
"3867",9401200501,1086,3.865,-1.695,9.43,9,"D","D"
"3868",9401200502,1080,3.945,-1.62,9.51,9,"T","T"
"3869",9401200601,1000,4.295,-1.39,9.98,9,"M","M"
"3870",9401200602,994.5,4.37,-1.325,10.06,9,"M","M"
"3871",9401200701,1068,3.97,-1.635,9.57,9,"T","T"
"3872",9401200702,1068,3.965,-1.64,9.565,9,"D","D"
"3873",9401200801,1066,3.72,-1.905,9.335,9,"D","D"
"3874",9401200802,1070,3.67,-1.95,9.28,9,"D","D"
"3875",9401201001,1054.5,3.985,-1.65,9.615,9,"M","M"
"3876",9401201002,1070,3.78,-1.84,9.395,9,"M","M"
"3877",9401201102,1024.5,3.895,-1.8,9.595,9,"D","D"
"3878",9401201202,1046,3.63,-2.065,9.335,9,"M","M"
"3879",9401201301,1075.5,3.94,-1.75,9.635,9,"M","M"
"3880",9401201302,1073,3.98,-1.715,9.665,9,"M","M"
"3881",9401201501,1113,3.695,-1.99,9.375,9,"D","D"
"3882",9401201601,1076,3.405,-2.34,9.155,9,"D","D"
"3883",9401201602,1076,3.41,-2.335,9.15,9,"D","D"
"3884",9401201902,1043,3.845,-1.95,9.65,9,"D","D"
"3885",9401202101,1026,4.03,-1.8,9.855,9,"M","M"
"3886",9401202102,1026,4.03,-1.795,9.855,9,"M","T"
"3887",9401202202,1017.5,3.995,-1.84,9.835,9,"M","M"
"3888",9401202301,1029.5,3.91,-1.93,9.755,9,"M","T"
"3889",9401202302,1028.5,3.93,-1.915,9.77,9,"D","D"
"3890",9401202402,1031,3.915,-1.94,9.77,9,"M","M"
"3891",9401202702,1029,3.865,-2.01,9.74,9,"M","T"
"3892",9401203001,1023.5,3.85,-2.035,9.735,9,"C","C"
"3893",9401203002,1025,3.835,-2.045,9.715,9,"C","C"
"3894",9401203101,1031,3.765,-2.125,9.655,9,"D","D"
"3895",9401203102,1031.5,3.765,-2.12,9.655,9,"D","M"
"3896",9401203301,1025.5,3.72,-2.2,9.64,9,"C","C"
"3897",9401203501,1029.5,3.68,-2.255,9.615,9,"C","C"
"3898",9401203602,1025,3.74,-2.19,9.68,9,"M","M"
"3899",9401203701,1036,3.565,-2.395,9.52,9,"M","M"
"3900",9401203801,1021.5,3.665,-2.285,9.62,9,"C","C"
"3901",9401204002,1030,3.45,-2.54,9.435,9,"M","M"
"3902",9401204102,1015.5,3.48,-2.5,9.455,9,"M","D"
"3903",9401204201,1024.5,3.35,-2.63,9.33,9,"M","M"
"3904",9401204202,1025,3.35,-2.63,9.33,9,"D","D"
"3905",9401204301,1018.5,3.34,-2.695,9.37,9,"T","T"
"3906",9401204401,1017,3.33,-2.7,9.36,9,"M","M"
"3907",9402300101,937,5.085,-0.595,10.76,9,"M","M"
"3908",9402300102,937,5.09,-0.585,10.765,9,"M","M"
"3909",9402300202,939,5.01,-0.68,10.705,9,"T","M"
"3911",9402300402,967.5,4.48,-1.225,10.19,9,"D","M"
"3912",9402300501,924.5,4.755,-1.04,10.555,9,"M","M"
"3913",9402300601,982,4.35,-1.355,10.05,9,"M","M"
"3914",9402300602,982.5,4.35,-1.35,10.05,9,"M","M"
"3915",9402300801,977,4.325,-1.395,10.045,9,"M","M"
"3916",9402300901,945,4.405,-1.385,10.19,9,"T","M"
"3917",9402301002,999.5,4.21,-1.48,9.905,9,"C","C"
"3918",9402301102,960,4.42,-1.33,10.175,9,"M","M"
"3919",9402301201,1019.5,3.93,-1.78,9.64,9,"D","D"
"3920",9402301202,1019.5,3.925,-1.785,9.64,9,"D","M"
"3921",9402301302,989.5,4.16,-1.585,9.9,9,"M","C"
"3922",9402301401,988,4,-1.75,9.75,9,"D","D"
"3923",9402301402,989,3.99,-1.755,9.74,9,"C","C"
"3924",9402301602,1011.5,3.995,-1.745,9.735,9,"M","T"
"3925",9402301901,989,4.105,-1.66,9.87,9,"T","T"
"3926",9402301902,988.5,4.115,-1.65,9.88,9,"C","C"
"3927",9402302001,891,4.71,-1.125,10.545,9,"T","T"
"3928",9402302002,889,4.73,-1.105,10.57,9,"T","T"
"3929",9402302102,1008.5,4.06,-1.7,9.82,9,"T","T"
"3930",9402302201,997.5,3.975,-1.785,9.745,9,"M","M"
"3931",9402302301,968.5,4.155,-1.63,9.94,9,"M","M"
"3932",9402302302,967.5,4.155,-1.63,9.94,9,"M","M"
"3933",9402302401,1013,4,-1.765,9.755,9,"D","M"
"3934",9402302402,1007.5,4.08,-1.69,9.845,9,"M","M"
"3935",9402302502,1001.5,3.98,-1.785,9.75,9,"T","T"
"3936",9402302602,935,4.41,-1.41,10.22,9,"T","T"
"3937",9402302701,885.5,4.75,-1.07,10.57,9,"M","M"
"3938",9402303002,1012,3.795,-1.975,9.565,9,"D","D"
"3939",9402303101,908,4.555,-1.265,10.38,9,"D","D"
"3940",9402303102,898,4.71,-1.12,10.545,9,"D","D"
"3941",9402303202,887.5,4.76,-1.06,10.585,9,"T","T"
"3942",9402303302,1015,3.71,-2.06,9.475,9,"D","D"
"3943",9409800201,1130.5,5.145,0.12,10.18,15,"T","M"
"3944",9409800302,1043,5.57,0.645,10.495,15,"M","M"
"3945",9409800601,1145,4.905,-0.155,9.96,15,"D","D"
"3946",9409800602,1145.5,4.91,-0.15,9.96,15,"M","D"
"3947",9409800701,1138,4.905,-0.155,9.96,15,"D","M"
"3948",9409800702,1137.5,4.9,-0.155,9.955,15,"M","M"
"3949",9409800901,1190.5,2.08,-3.255,7.41,9,"M","M"
"3950",9409800902,1190,2.07,-3.26,7.41,9,"M","M"
"3951",9500700101,1117.5,2.265,-3.205,7.745,8,"C","M"
"3954",9500700401,1159.5,1.555,-3.585,6.705,8,"T","T"
"3955",9500700402,1163,1.51,-3.63,6.65,8,"T","T"
"3956",9500700501,1129.5,2.075,-3.17,7.32,8,"C","C"
"3957",9500700502,1130,2.075,-3.17,7.31,8,"M","D"
"3958",9500700601,1129,2.28,-2.655,7.22,8,"M","T"
"3959",9500700602,1120.5,2.39,-2.55,7.33,8,"T","T"
"3960",9500700801,1127.5,2.26,-2.665,7.185,8,"T","T"
"3961",9500700802,1126,2.27,-2.645,7.195,8,"C","C"
"3962",9500700901,1116.5,2.425,-2.43,7.275,8,"T","T"
"3963",9500701001,1088.5,2.69,-2.075,7.455,8,"M","M"
"3964",9500701202,1122.5,1.96,-3.05,6.98,8,"M","C"
"3965",9500701301,1112,2.1,-2.785,6.995,8,"M","M"
"3966",9500701302,1112.5,2.11,-2.785,6.995,8,"M","M"
"3967",9500701401,1110.5,2.135,-2.71,6.98,8,"T","C"
"3968",9500701402,1093.5,2.375,-2.485,7.23,8,"M","M"
"3969",9500701501,1063.5,2.81,-1.985,7.605,8,"M","M"
"3970",9500701502,1056,2.91,-1.895,7.71,8,"M","M"
"3971",9500701601,1039.5,3.1,-1.7,7.905,8,"C","M"
"3972",9500701602,1042.5,3.07,-1.73,7.865,8,"M","T"
"3973",9500701701,1076.5,2.515,-2.39,7.43,8,"M","M"
"3974",9500701702,1074.5,2.565,-2.35,7.48,8,"M","M"
"3975",9500701802,1037.5,2.9,-1.96,7.76,8,"C","C"
"3976",9500701901,1061,2.45,-2.4,7.3,8,"D","D"
"3977",9500701902,1060,2.47,-2.38,7.32,8,"C","C"
"3978",9500702001,1075,2.205,-2.61,7.02,8,"M","M"
"3979",9500702201,1097.5,1.74,-2.93,6.41,8,"M","M"
"3980",9500702202,1082.5,1.895,-2.795,6.585,8,"T","T"
"3981",9500800301,953.5,1.86,-3.64,7.355,12,"T","T"
"3982",9500800302,956,1.84,-3.655,7.335,12,"T","M"
"3983",9500800401,928,3.035,-2.315,8.385,12,"T","T"
"3984",9500800402,937,2.91,-2.44,8.265,12,"M","M"
"3985",9500800501,961.5,2.425,-3.04,7.895,12,"M","C"
"3986",9500800602,984,1.67,-3.805,7.14,12,"C","C"
"3987",9500800702,949.5,2.83,-2.425,8.095,12,"M","M"
"3988",9500800902,963.5,1.965,-3.525,7.45,12,"C","C"
"3989",9500801101,923,2.11,-3.42,7.64,12,"C","C"
"3990",9500801102,923.5,2.11,-3.42,7.64,12,"M","M"
"3991",9500801202,946.5,1.845,-3.665,7.355,12,"M","M"
"3992",9500801302,940,1.61,-3.97,7.185,12,"T","M"
"3993",9500801401,931.5,2.975,-2.375,8.325,12,"C","C"
"3994",9500801501,997,2.225,-3.03,7.49,12,"T","M"
"3995",9500801502,985,2.385,-2.875,7.65,12,"C","C"
"3996",9500801602,927,2.955,-2.46,8.37,12,"M","M"
"3997",9500801801,900.5,1.965,-3.62,7.55,12,"M","M"
"3998",9500801802,909.5,1.885,-3.69,7.465,12,"M","M"
"3999",9500802101,943.5,2.32,-3.24,7.875,12,"C","C"
"4000",9500802201,887,1.88,-3.75,7.51,12,"M","M"
"4001",9500802202,903,1.735,-3.875,7.355,12,"T","T"
"4004",9500802502,920.5,2.79,-2.76,8.345,12,"T","C"
"4005",9500802701,924,2.525,-3.075,8.135,12,"T","T"
"4006",9500802702,926.5,2.495,-3.105,8.1,12,"T","T"
"4007",9500802801,934,2.475,-3.125,8.085,12,"C","C"
"4008",9500802901,922,2.425,-3.2,8.045,12,"M","M"
"4009",9500802902,922.5,2.42,-3.205,8.04,12,"C","C"
"4010",9500803002,908,2.46,-3.165,8.085,12,"C","C"
"4011",9500803202,860,1.915,-3.83,7.665,12,"T","T"
"4012",9500803301,928,2.295,-3.35,7.94,12,"T","M"
"4013",9500803402,916,2.3,-3.345,7.945,12,"T","T"
"4014",9500803602,850.5,2.01,-3.765,7.78,12,"T","C"
"4016",9500804001,932.5,2.275,-3.38,7.94,12,"T","T"
"4017",9500804002,932,2.28,-3.38,7.94,12,"T","T"
"4018",9500804201,937.5,2.175,-3.49,7.845,12,"T","M"
"4019",9500804301,933.5,2.205,-3.46,7.875,12,"T","M"
"4020",9500804302,932.5,2.215,-3.455,7.885,12,"T","T"
"4021",9500804501,837,2.17,-3.66,8,12,"C","C"
"4022",9500804601,854.5,2.11,-3.68,7.9,12,"M","T"
"4023",9500804602,855.5,2.1,-3.695,7.89,12,"T","T"
"4024",9500804701,844,2.115,-3.745,7.97,12,"C","C"
"4025",9500804702,844.5,2.11,-3.745,7.97,12,"C","C"
"4026",9500804901,888.5,1.96,-3.775,7.705,12,"T","M"
"4027",9500805002,898.5,1.83,-3.91,7.575,12,"M","M"
"4028",9500805101,865,1.895,-3.985,7.775,12,"C","M"
"4029",9500805102,865,1.895,-3.99,7.775,12,"C","C"
"4030",9500805201,880.5,1.875,-3.935,7.68,12,"T","T"
"4031",9509700101,1441,0.55,-4.43,5.525,5,"M","M"
"4032",9509700101,1358,0.81,-4.21,5.83,5,"M","M"
"4033",9509700101,1322.5,1.735,-3.27,6.745,5,"M","M"
"4034",9509700201,1474,0.345,-4.6,5.285,5,"C","C"
"4035",9509700201,1358.5,1.305,-3.435,6.045,10,"C","C"
"4036",9509700202,1467,0.46,-4.495,5.415,5,"M","M"
"4037",9509700202,1378,0.73,-4.245,5.71,5,"M","C"
"4038",9509700202,1344,1.66,-3.315,6.635,5,"C","C"
"4039",9509700401,1498,-0.22,-5.375,4.93,2,"C","C"
"4040",9509700401,1409.5,0.045,-5.14,5.23,8,"C","M"
"4041",9509700501,1478.5,0.245,-4.685,5.175,5,"C","C"
"4042",9509700501,1388.5,0.515,-4.435,5.475,5,"C","C"
"4043",9509700501,1355.5,1.435,-3.525,6.4,5,"C","C"
"4044",9509700601,1469,0.41,-4.54,5.355,5,"C","C"
"4045",9509700601,1354,1.375,-3.37,6.115,10,"C","C"
"4046",9509700701,1465,0.55,-4.405,5.51,5,"C","C"
"4047",9509700701,1377,0.82,-4.16,5.805,5,"C","C"
"4048",9509700701,1342.5,1.755,-3.215,6.725,5,"C","C"
"4049",9509700901,1354.5,1.485,-3.48,6.44,5,"C","C"
"4050",9509701001,1458.5,0.59,-4.38,5.55,5,"C","C"
"4051",9509701001,1371,0.855,-4.14,5.845,5,"C","C"
"4052",9509701001,1336.5,1.785,-3.195,6.765,5,"C","C"
"4053",9509701101,1447,0.62,-4.365,5.6,5,"C","C"
"4054",9509701101,1361,0.885,-4.13,5.9,5,"C","C"
"4055",9509701101,1326,1.82,-3.18,6.82,5,"C","C"
"4056",9509701201,1419,1.125,-3.905,6.16,5,"M","M"
"4057",9509701201,1337.5,1.395,-3.66,6.455,5,"M","M"
"4058",9509701201,1300,2.365,-2.645,7.375,5,"M","M"
"4059",9509701301,1420.5,1.075,-4.17,6.315,10,"C","C"
"4060",9509701301,1310.5,2.065,-2.955,7.075,5,"C","C"
"4061",9509701401,1431,0.83,-4.175,5.835,5,"C","C"
"4062",9509701401,1348.5,1.09,-3.945,6.135,5,"C","C"
"4063",9509701401,1312.5,2.035,-2.975,7.05,5,"C","C"
"4064",9509701501,1433,0.73,-4.265,5.73,5,"T","C"
"4065",9509701501,1350.5,0.99,-4.045,6.025,5,"C","C"
"4066",9509701601,1463.5,0.155,-4.785,5.09,5,"M","C"
"4067",9509701601,1377.5,0.415,-4.57,5.395,5,"C","C"
"4068",9509701601,1343,1.325,-3.66,6.305,5,"C","C"
"4069",9509701701,1459.5,0.295,-4.65,5.24,5,"M","M"
"4070",9509701701,1374,0.555,-4.43,5.545,5,"M","C"
"4071",9509701701,1339.5,1.47,-3.51,6.455,5,"C","C"
"4072",9509701702,1423,1.235,-3.71,6.18,15,"C","C"
"4074",9509701801,1352.5,1.255,-3.49,5.99,10,"C","C"
"4075",9509701802,1450,0.495,-4.47,5.46,5,"C","C"
"4076",9509701802,1365,0.755,-4.25,5.76,5,"C","C"
"4077",9509701802,1330,1.68,-3.315,6.67,5,"C","C"
"4078",9509701901,1448,0.54,-4.43,5.51,5,"C","C"
"4079",9509701901,1364,0.8,-4.205,5.81,5,"C","C"
"4080",9509701901,1329,1.73,-3.26,6.72,5,"C","C"
"4081",9509702001,1431.5,0.875,-4.13,5.875,5,"C","C"
"4082",9509702001,1349.5,1.14,-3.9,6.17,5,"C","C"
"4083",9509702001,1313.5,2.085,-2.915,7.08,5,"C","C"
"4084",9509702201,1439.5,0.825,-4.17,5.815,5,"C","C"
"4085",9509702201,1356,1.09,-3.935,6.115,5,"C","T"
"4086",9509702201,1320,2.035,-2.96,7.03,5,"T","T"
"4087",9509702401,1442,0.82,-4.165,5.81,5,"M","C"
"4088",9509702401,1358.5,1.085,-3.935,6.105,5,"C","C"
"4089",9509702401,1322.5,2.03,-2.955,7.01,5,"C","C"
"4090",9509702501,1477.5,0.275,-4.655,5.2,5,"M","C"
"4091",9509702501,1389.5,0.54,-4.42,5.495,5,"C","C"
"4092",9509702501,1355,1.455,-3.495,6.395,5,"C","C"
"4093",9509702502,1457,0.6,-4.355,5.565,5,"T","M"
"4094",9509702502,1371.5,0.865,-4.125,5.86,5,"M","M"
"4095",9509702502,1336,1.795,-3.175,6.765,5,"M","C"
"4096",9509702601,1412.5,1.31,-3.715,6.335,5,"C","C"
"4097",9509702601,1336.5,1.575,-3.485,6.63,5,"C","C"
"4098",9509702601,1294.5,2.55,-2.445,7.545,5,"C","C"
"4099",9509702701,1413,1.315,-3.71,6.335,5,"C","C"
"4100",9509702701,1337,1.575,-3.48,6.635,5,"C","C"
"4101",9509702701,1295,2.555,-2.44,7.555,5,"C","C"
"4102",9509702702,1413,1.32,-3.705,6.345,5,"T","T"
"4103",9509702702,1337.5,1.58,-3.475,6.635,5,"T","T"
"4104",9509702702,1295.5,2.555,-2.44,7.55,5,"T","M"
"4105",9509702801,1393.5,1.56,-3.465,6.595,5,"C","C"
"4106",9509702801,1326.5,1.815,-3.26,6.89,5,"C","C"
"4107",9509702801,1280,2.81,-2.195,7.805,5,"C","C"
"4108",9509702901,1430,1.1,-3.9,6.11,5,"T","T"
"4109",9509702901,1349,1.365,-3.665,6.405,5,"T","T"
"4110",9509702901,1310.5,2.33,-2.655,7.32,5,"T","T"
"4111",9509703001,1452.5,0.72,-4.255,5.69,5,"C","C"
"4112",9509703001,1367.5,0.985,-4.02,5.98,5,"C","C"
"4113",9509703001,1331.5,1.92,-3.055,6.89,5,"C","C"
"4114",9509703101,1326.5,2.06,-2.92,7.035,5,"C","T"
"4115",9509800602,1127,3.975,-0.415,8.36,11,"C","C"
"4116",9509800901,1173.5,3.225,-1.06,7.5,11,"T","T"
"4117",9509801001,1169,3.3,-0.995,7.6,11,"M","M"
"4118",9509801002,1172,3.25,-1.045,7.535,11,"M","M"
"4119",9509801301,1137.5,3.81,-0.57,8.195,11,"T","T"
"4120",9509801601,1204.5,2.655,-1.57,6.875,11,"M","M"
"4121",9509801602,1204.5,2.655,-1.57,6.875,11,"M","M"
"4122",9509801802,1127,3.86,-0.505,8.22,11,"M","T"
"4123",9509801901,1130,3.805,-0.57,8.185,11,"T","T"
"4124",9509802001,1150.5,3.515,-0.825,7.86,11,"M","M"
"4125",9509802101,1142,3.615,-0.74,7.97,11,"M","M"
"4126",9509802201,1200,2.625,-1.605,6.855,11,"D","D"
"4127",9509802202,1200,2.625,-1.605,6.855,11,"D","D"
"4128",9509802301,1160,3.24,-1.06,7.54,11,"M","M"
"4129",9509802401,1198,2.655,-1.575,6.89,11,"M","M"
"4130",9509802501,1150.5,3.4,-0.92,7.72,11,"C","C"
"4131",9509900102,1153,5.685,0.64,10.735,14,"D","M"
"4132",9509900301,1144,5.725,0.68,10.78,14,"M","D"
"4133",9509900401,1138.5,5.72,0.685,10.765,14,"M","M"
"4134",9509900402,1138,5.72,0.675,10.765,14,"M","M"
"4135",9509900502,1178,5.485,0.315,10.65,14,"M","M"
"4136",9509900601,1157.5,5.56,0.5,10.62,14,"M","M"
"4137",9509900701,1254,4.77,-0.4,9.94,14,"D","D"
"4138",9509900702,1250,4.805,-0.36,9.98,14,"M","D"
"4139",9509900802,1160,5.515,0.405,10.62,14,"M","M"
"4140",9509900901,1140.5,5.58,0.49,10.675,14,"M","T"
"4141",9509900902,1138,5.595,0.505,10.69,14,"C","C"
"4142",9509901002,1155,5.47,0.335,10.605,14,"T","M"
"4143",9509901201,1234.5,4.915,-0.245,10.075,14,"C","C"
"4144",9509901302,1075,5.8,0.77,10.83,14,"M","D"
"4145",9509901402,1139.5,5.43,0.315,10.54,14,"C","C"
"4146",9509901601,1078.5,5.615,0.54,10.695,14,"M","M"
"4147",9509901701,1066,5.62,0.55,10.695,14,"M","M"
"4148",9509901902,1080.5,5.405,0.3,10.515,14,"D","D"
"4149",9509902001,1055,5.5,0.375,10.625,14,"D","M"
"4150",9509902002,1059.5,5.455,0.33,10.575,14,"M","M"
"4151",9509902201,1027.5,5.545,0.375,10.715,14,"C","C"
"4152",9509902301,1167.5,5.07,-0.025,10.165,14,"C","C"
"4153",9509902302,1166,5.08,-0.015,10.175,14,"C","C"
"4154",9509902401,1065,5.275,0.125,10.425,14,"M","D"
"4155",9509902402,1064.5,5.28,0.13,10.43,14,"D","D"
"4156",9509902801,1102.5,5.045,-0.155,10.245,14,"M","M"
"4157",9509902802,1101,5.05,-0.155,10.255,14,"M","M"
"4158",9609800101,1289.5,4.205,-1.145,9.55,10,"D","D"
"4159",9609800201,1284,4.425,-0.845,9.7,10,"D","D"
"4160",9609800202,1284,4.43,-0.845,9.705,10,"D","D"
"4161",9609800301,1328.5,3.645,-1.71,9,10,"D","D"
"4162",9609800302,1341.5,3.52,-1.82,8.86,10,"C","C"
"4165",9609800501,1309.5,3.83,-1.515,9.175,10,"M","D"
"4166",9609800602,1292,3.935,-1.455,9.33,10,"M","D"
"4167",9609800702,1262.5,4.245,-1.16,9.66,10,"D","D"
"4168",9609800801,1224,4.89,-0.44,10.215,10,"M","T"
"4170",9609800902,1308,3.775,-1.58,9.135,10,"C","C"
"4171",9609801001,1294,3.805,-1.62,9.23,10,"M","M"
"4172",9609801002,1294,3.8,-1.62,9.23,10,"M","C"
"4173",9609801101,1292,3.985,-1.36,9.33,10,"M","M"
"4174",9609801201,1230.5,4.725,-0.61,10.065,10,"C","C"
"4175",9609801301,1256,3.985,-1.485,9.45,10,"M","M"
"4176",9609801302,1256,3.985,-1.485,9.45,10,"M","M"
"4177",9609900202,1444,0.38,-4.625,5.38,5,"C","C"
"4178",9609900202,1383.5,1.2,-3.585,5.98,5,"C","C"
"4179",9609900401,1358,1.88,-3.215,6.98,5,"C","C"
"4180",9609900401,1281,2.71,-2.19,7.61,5,"C","C"
"4181",9609900501,1397,1.295,-3.775,6.365,5,"C","C"
"4182",9609900502,1396.5,1.295,-3.775,6.365,5,"C","C"
"4183",9609900502,1324.5,2.125,-2.735,6.98,5,"C","C"
"4184",9609900601,1345,2.045,-3.05,7.14,5,"C","C"
"4185",9609900601,1268.5,2.865,-2.04,7.77,5,"C","C"
"4187",9609900702,1317,2.195,-2.67,7.06,5,"C","C"
"4188",9609901001,1591,0.88,-3.955,5.715,10,"C","C"
"4189",9609901101,1458,0.415,-4.575,5.405,5,"C","C"
"4190",9609901101,1397,1.25,-3.525,6.03,5,"C","C"
"4191",9609901201,1454,0.48,-4.52,5.48,5,"C","C"
"4192",9609901201,1392,1.32,-3.47,6.105,5,"C","C"
"4193",9609901301,1414.5,1.035,-4.02,6.09,5,"C","C"
"4194",9609901301,1344.5,1.87,-2.97,6.71,5,"C","C"
"4195",9609901401,1427.5,0.82,-4.22,5.86,5,"C","C"
"4196",9609901401,1360.5,1.655,-3.17,6.48,5,"C","C"
"4197",9609901501,1427,0.83,-4.21,5.865,5,"C","C"
"4198",9609901501,1360,1.66,-3.165,6.48,5,"C","C"
"4199",9609901901,1426,0.76,-4.26,5.785,5,"C","C"
"4200",9609901901,1361.5,1.585,-3.225,6.39,5,"C","C"
"4201",9609902001,1566.5,1.115,-3.73,5.96,10,"C","C"
"4202",9609902101,1397,1.21,-3.865,6.28,5,"C","C"
"4203",9609902101,1325,2.035,-2.82,6.885,5,"C","C"
"4204",9609902301,1409,1.045,-4.015,6.105,5,"C","C"
"4205",9609902301,1339,1.875,-2.97,6.715,5,"C","C"
"4206",9609902601,1397,1.17,-3.9,6.24,5,"C","C"
"4207",9609902601,1325.5,1.99,-2.855,6.84,5,"C","T"
"4208",9609902801,1368.5,1.62,-3.49,6.73,5,"C","C"
"4209",9609902801,1291,2.45,-2.44,7.335,5,"C","C"
"4210",9609902901,1394.5,1.24,-3.85,6.325,5,"C","C"
"4211",9609902901,1321,2.07,-2.795,6.935,5,"C","C"
"4212",9609903001,1394.5,1.24,-3.85,6.33,5,"C","C"
"4213",9609903001,1321,2.07,-2.795,6.935,5,"C","C"
"4214",9609903101,1388,1.28,-3.81,6.365,5,"C","C"
"4215",9609903301,1377,1.45,-3.65,6.545,5,"T","T"
"4216",9609903301,1301.5,2.275,-2.6,7.15,5,"T","T"
"4217",9609903401,1360,1.495,-3.32,6.305,5,"C","C"
"4218",9700700102,972,3.985,-0.42,8.38,8,"T","T"
"4219",9700700201,961,4.005,-0.525,8.545,8,"M","T"
"4220",9700700302,971,3.895,-0.57,8.355,8,"C","C"
"4221",9700700401,986,3.74,-0.625,8.105,8,"T","T"
"4222",9700700402,975.5,3.91,-0.47,8.285,8,"M","M"
"4223",9700700501,979.5,3.76,-0.685,8.205,8,"T","T"
"4224",9700700502,978,3.775,-0.67,8.225,8,"M","M"
"4225",9700700602,988.5,3.585,-0.855,8.025,8,"M","T"
"4226",9700700701,964.5,3.75,-0.875,8.375,8,"C","C"
"4227",9700700702,955.5,3.885,-0.745,8.52,8,"M","C"
"4228",9700700902,1003.5,3.47,-0.86,7.805,8,"C","C"
"4229",9700701001,1033,2.97,-1.395,7.34,8,"T","T"
"4230",9700701102,988,3.475,-1.05,8,8,"C","C"
"4232",9700701202,1052.5,2.705,-1.63,7.04,8,"T","M"
"4233",9700701301,990.5,3.475,-0.99,7.945,8,"M","T"
"4234",9700701402,998.5,3.23,-1.325,7.785,8,"M","M"
"4235",9700701501,948.5,2.905,-1.855,7.665,6,"M","M"
"4236",9700701601,975,3.95,-0.38,8.29,8,"M","M"
"4237",9700701702,992.5,3.765,-0.52,8.05,8,"M","M"
"4238",9700701801,1004,3.145,-1.37,7.66,8,"M","M"
"4239",9700701802,1004,3.145,-1.37,7.66,8,"M","M"
"4240",9700702002,1018.5,3.34,-0.925,7.6,8,"C","C"
"4241",9700702101,1046.5,2.51,-1.98,6.995,8,"C","C"
"4242",9700702102,1068,2.235,-2.235,6.71,8,"M","M"
"4243",9700702401,1065,2.825,-1.505,7.16,8,"C","C"
"4244",9700702402,1065,2.825,-1.505,7.16,8,"M","M"
"4245",9700702502,1060.5,3.13,-1.28,7.535,8,"C","C"
"4246",9700702602,1045,3.355,-1.08,7.79,8,"M","C"
"4247",9700702801,1119,1.625,-2.76,6.005,8,"M","M"
"4248",9700703001,960,1.74,-2.835,6.315,6,"C","C"
"4249",9700703002,1014,0.97,-3.525,5.475,6,"M","M"
"4250",9700800202,907,3.25,-1.725,8.225,6,"M","M"
"4251",9700800301,998,1.87,-3.1,6.835,6,"C","C"
"4252",9700800302,998,1.87,-3.09,6.835,6,"C","C"
"4253",9700800501,949.5,1.56,-3.03,6.15,6,"T","T"
"4254",9700800502,957,1.48,-3.105,6.065,6,"T","T"
"4255",9700800602,958,1.28,-3.295,5.86,6,"M","M"
"4256",9700900101,1090,4.54,-1.005,10.09,9,"C","C"
"4257",9700900102,1087,4.565,-0.99,10.11,9,"C","C"
"4258",9700900202,1151,3.7,-2.22,9.62,11,"D","D"
"4259",9700900301,1103.5,4,-1.58,9.58,9,"M","M"
"4260",9700900302,1091.5,4.16,-1.42,9.75,9,"C","M"
"4261",9700900401,1175.5,3.44,-2.59,9.465,11,"M","M"
"4262",9700900501,1181.5,3.175,-2.845,9.195,11,"M","M"
"4263",9700900701,1087,4.28,-1.375,9.94,9,"D","D"
"4264",9700900702,1071,4.475,-1.195,10.14,9,"M","M"
"4265",9700900801,1064,4.495,-1.16,10.15,9,"M","M"
"4266",9700900901,1180,3.17,-2.87,9.21,11,"D","D"
"4267",9700901001,1073.5,4.425,-1.26,10.115,9,"D","M"
"4268",9700901002,1073.5,4.42,-1.27,10.11,9,"M","M"
"4269",9700901102,1181.5,3.88,-1.965,9.73,9,"T","T"
"4270",9700901202,1162,3.9,-1.9,9.695,9,"D","D"
"4271",9700901301,1170,3.865,-1.97,9.7,9,"M","M"
"4272",9700901402,1190.5,3.59,-2.26,9.43,9,"M","M"
"4273",9700901501,1162.5,3.785,-2.035,9.615,9,"M","M"
"4274",9700901602,1169,3.67,-2.135,9.47,9,"M","M"
"4275",9700901701,1091,4.19,-1.56,9.93,9,"M","D"
"4276",9700901801,1147.5,3.295,-2.85,9.44,11,"T","T"
"4277",9700901802,1137,3.445,-2.71,9.59,11,"M","M"
"4278",9700901901,1143,4.095,-1.82,10.01,9,"M","M"
"4279",9700901902,1143,4.095,-1.82,10.01,9,"T","T"
"4280",9700902001,1147.5,3.82,-2.005,9.65,9,"D","D"
"4281",9700902002,1148.5,3.815,-2.01,9.64,9,"D","D"
